"ID","MonthlyIncome"
1000,2200.53983502484
1001,4752.84779862371
1002,3737.72274539172
1003,4436.98661799924
1004,6648.26148464867
1005,3164.24649636997
1006,5726.72703373339
1007,2334.91505932501
1008,5869.80220926727
1009,21625.6730860561
1010,4346.22469566254
1011,9027.8351905104
1012,4568.85365631432
1013,6074.92691529298
1014,4344.48353059862
1015,5695.16993366094
1016,2961.20630386752
1017,3068.20040595926
1018,8166.30150399961
1019,8409.003609287
1020,1897.45523940518
1021,5726.72703373339
1022,5503.79000210767
1023,4193.16907894703
1024,9553.67132102659
1025,14890.1309472864
1026,20879.3189244765
1027,4331.91921200407
1028,5224.39452579236
1029,5023.39335082922
1030,7082.88348605689
1031,5051.22811757401
1032,3141.69234714651
1033,10196.2925697747
1034,2281.99986936293
1035,4368.55643854257
1036,2269.42492073719
1037,5373.07135619359
1038,6664.56361856548
1039,10196.2925697747
1040,5960.18697660033
1041,2815.13312030291
1042,2919.34429475936
1043,8166.30150399961
1044,6405.10580921612
1045,2838.5638941614
1046,2200.53983502484
1047,5584.12580441658
1048,9694.33440362292
1049,3037.0745633955
1050,5473.46139540943
1051,10118.1063861839
1052,2961.20630386752
1053,5665.11081570092
1054,2919.34429475936
1055,2919.34429475936
1056,2815.13312030291
1057,5481.70604331956
1058,15004.2748163053
1059,4888.10526101293
1060,2919.34429475936
1061,4628.30080513876
1062,5842.51205840989
1063,6266.64411479203
1064,2457.06720231428
1065,6044.25246108715
1066,2752.40342444832
1067,3540.60653415196
1068,22494.1315639671
1069,5224.39452579236
1070,2577.21285393965
1071,2665.56497004745
1072,6197.75197027672
1073,2334.91505932501
1074,5869.80220926727
1075,5373.07135619359
1076,15612.0393727224
1077,21625.6730860561
1078,4302.30835625436
1079,4436.98661799924
1080,4923.19687511608
1081,3053.90308072526
1082,2744.47760117118
1083,2131.11270220568
1084,6217.54824056728
1085,8331.41072181052
1086,9137.61317207295
1087,5373.07135619359
1088,2919.34429475936
1089,2919.34429475936
1090,5373.07135619359
1091,5503.79000210767
1092,6217.54824056728
1093,10369.1559197487
1094,5503.79000210767
1095,5415.49895390536
1096,5734.36953064277
1097,3447.74534540117
1098,2882.5633954928
1099,2961.20630386752
1100,5908.82242068866
1101,20879.3189244765
1102,5620.72763979654
1103,6074.92691529298
1104,10020.5218202133
1105,3053.90308072526
1106,3053.90308072526
1107,3111.49560191536
1108,4405.36061844464
1109,5503.79000210767
1110,5373.07135619359
1111,6266.64411479203
1112,9939.0592056064
1113,9995.64069528796
1114,6369.81050636592
1115,9553.67132102659
1116,3053.90308072526
1117,6534.60653970444
1118,4302.30835625436
1119,9489.68716002903
1120,2867.78010903509
1121,9087.2604013549
1122,15518.6519771429
1123,4436.98661799924
1124,15004.2748163053
1125,2486.45433812694
1126,2131.11270220568
1127,2815.13312030291
1128,4230.58492564541
1129,15004.2748163053
1130,2661.17298374815
1131,10196.2925697747
1132,14890.1309472864
1133,5869.80220926727
1134,2661.17298374815
1135,3051.29310329182
1136,2830.73185372605
1137,3343.09406063641
1138,5823.8153835099
1139,8897.95660099713
1140,15349.9733458383
1141,5869.80220926727
1142,5823.8153835099
1143,9675.61531305823
1144,5051.22811757401
1145,4650.80226035332
1146,5620.72763979654
1147,3969.32393495116
1148,2661.17298374815
1149,2631.03261920118
1150,5960.18697660033
1151,2744.47760117118
1152,5620.72763979654
1153,4964.72819979575
1154,2200.53983502484
1155,6410.22355594656
1156,13017.8998929445
1157,2650.8763878933
1158,4736.95962586223
1159,2744.47760117118
1160,5615.06760578156
1161,2903.25726293246
1162,8331.41072181052
1163,3115.44536753326
1164,8579.01986546105
1165,3037.0745633955
1166,2410.98164077678
1167,8689.3579530415
1168,5373.07135619359
1169,2919.34429475936
1170,3053.90308072526
